,fecha,dia,hora,SEN
,3/27/2024,27,21,"10,811.98"
,3/27/2024,27,22,"10,704.61"
,3/27/2024,27,23,"10,452.43"
,3/27/2024,27,24,"9,968.98"
,3/28/2024,28,1,"9,275.96"
,3/28/2024,28,2,"8,834.76"
,3/28/2024,28,3,"8,632.67"
,3/28/2024,28,4,"8,549.19"
,3/28/2024,28,5,"8,553.04"
,3/28/2024,28,6,"8,688.41"
,3/28/2024,28,7,"9,194.98"
,3/28/2024,28,8,"9,805.35"
,3/28/2024,28,9,"10,059.98"
,3/28/2024,28,10,"10,390.66"
,3/28/2024,28,11,"10,587.81"
,3/28/2024,28,12,"10,753.88"
,3/28/2024,28,13,"10,902.35"
,3/28/2024,28,14,"10,924.47"
,3/28/2024,28,15,"10,932.73"
,3/28/2024,28,16,"10,975.26"
,3/28/2024,28,17,"10,811.37"
,3/28/2024,28,18,"10,563.45"
,3/28/2024,28,19,"10,267.95"
,3/28/2024,28,20,"10,320.33"
,3/28/2024,28,21,"10,661.61"
,3/28/2024,28,22,"10,473.00"
,3/28/2024,28,23,"10,202.67"
,3/28/2024,28,24,"9,813.77"
,3/29/2024,29,1,"9,417.08"
,3/29/2024,29,2,"9,096.37"
,3/29/2024,29,3,"8,869.52"
,3/29/2024,29,4,"8,707.80"
,3/29/2024,29,5,"8,547.86"
,3/29/2024,29,6,"8,547.16"
,3/29/2024,29,7,"8,577.85"
,3/29/2024,29,8,"8,652.65"
,3/29/2024,29,9,"8,550.35"
,3/29/2024,29,10,"8,992.86"
,3/29/2024,29,11,"9,298.59"
,3/29/2024,29,12,"9,423.66"
,3/29/2024,29,13,"9,560.21"
,3/29/2024,29,14,"9,753.96"
,3/29/2024,29,15,"9,834.72"
,3/29/2024,29,16,"9,758.88"
,3/29/2024,29,17,"9,731.47"
,3/29/2024,29,18,"9,668.33"
,3/29/2024,29,19,"9,643.27"
,3/29/2024,29,20,"9,736.40"
,3/29/2024,29,21,"10,146.09"
,3/29/2024,29,22,"10,043.55"
,3/29/2024,29,23,"9,807.33"
,3/29/2024,29,24,"9,450.51"
,3/30/2024,30,1,"9,002.07"
,3/30/2024,30,2,"8,659.79"
,3/30/2024,30,3,"8,463.77"
,3/30/2024,30,4,"8,295.26"
,3/30/2024,30,5,"8,152.19"
,3/30/2024,30,6,"8,142.80"
,3/30/2024,30,7,"8,227.74"
,3/30/2024,30,8,"8,285.87"
,3/30/2024,30,9,"8,213.76"
,3/30/2024,30,10,"8,654.34"
,3/30/2024,30,11,"9,092.43"
,3/30/2024,30,12,"9,216.22"
,3/30/2024,30,13,"9,348.35"
,3/30/2024,30,14,"9,569.10"
,3/30/2024,30,15,"9,647.67"
,3/30/2024,30,16,"9,648.16"
,3/30/2024,30,17,"9,489.92"
,3/30/2024,30,18,"9,452.04"
,3/30/2024,30,19,"9,512.50"
,3/30/2024,30,20,"9,723.05"
,3/30/2024,30,21,"10,067.34"
,3/30/2024,30,22,"9,972.84"
,3/30/2024,30,23,"9,686.06"
,3/30/2024,30,24,"9,396.82"
,3/31/2024,31,1,"9,328.38"
,3/31/2024,31,2,"8,978.87"
,3/31/2024,31,3,"8,638.37"
,3/31/2024,31,4,"8,483.72"
,3/31/2024,31,5,"8,346.98"
,3/31/2024,31,6,"8,269.63"
,3/31/2024,31,7,"8,286.05"
,3/31/2024,31,8,"8,300.38"
,3/31/2024,31,9,"8,161.44"
,3/31/2024,31,10,"8,531.66"
,3/31/2024,31,11,"8,885.96"
,3/31/2024,31,12,"9,011.81"
,3/31/2024,31,13,"9,259.84"
,3/31/2024,31,14,"9,446.32"
,3/31/2024,31,15,"9,573.15"
,3/31/2024,31,16,"9,422.68"
,3/31/2024,31,17,"9,262.33"
,3/31/2024,31,18,"9,188.67"
,3/31/2024,31,19,"9,285.36"
,3/31/2024,31,20,"9,623.94"
,3/31/2024,31,21,"10,097.77"
,3/31/2024,31,22,"10,057.97"
,3/31/2024,31,23,"9,661.76"
,3/31/2024,31,24,"9,223.53"
,4/1/2024,1,1,"8,889.41"
,4/1/2024,1,2,"8,594.67"
,4/1/2024,1,3,"8,347.31"
,4/1/2024,1,4,"8,163.83"
,4/1/2024,1,5,"8,099.74"
,4/1/2024,1,6,"8,222.24"
,4/1/2024,1,7,"8,809.05"
,4/1/2024,1,8,"9,307.29"
,4/1/2024,1,9,"9,578.64"
,4/1/2024,1,10,"10,120.72"
,4/1/2024,1,11,"10,369.26"
,4/1/2024,1,12,"10,467.58"
,4/1/2024,1,13,"10,500.68"
,4/1/2024,1,14,"10,456.16"
,4/1/2024,1,15,"10,515.29"
,4/1/2024,1,16,"10,480.90"
,4/1/2024,1,17,"10,320.73"
,4/1/2024,1,18,"9,820.75"
,4/1/2024,1,19,"9,258.40"
,4/1/2024,1,20,"9,618.21"
,4/1/2024,1,21,"9,971.50"
,4/1/2024,1,22,"9,701.08"
,4/1/2024,1,23,"9,719.95"
,4/1/2024,1,24,"9,614.41"
,4/1/2024,1,25,"9,262.43"
,4/2/2024,2,1,"8,912.11"
,4/2/2024,2,2,"8,697.26"
,4/2/2024,2,3,"8,576.08"
,4/2/2024,2,4,"8,572.62"
,4/2/2024,2,5,"8,701.60"
,4/2/2024,2,6,"9,209.11"
,4/2/2024,2,7,"9,719.56"
,4/2/2024,2,8,"9,901.25"
,4/2/2024,2,9,"10,195.32"
,4/2/2024,2,10,"10,369.92"
,4/2/2024,2,11,"10,577.11"
,4/2/2024,2,12,"10,576.31"
,4/2/2024,2,13,"10,491.01"
,4/2/2024,2,14,"10,570.06"
,4/2/2024,2,15,"10,494.90"
,4/2/2024,2,16,"10,359.77"
,4/2/2024,2,17,"9,723.56"
,4/2/2024,2,18,"9,309.59"
,4/2/2024,2,19,"9,507.93"
,4/2/2024,2,20,"9,883.04"
,4/2/2024,2,21,"9,672.93"
,4/2/2024,2,22,"9,630.74"
,4/2/2024,2,23,"9,528.46"
,4/2/2024,2,24,"9,172.30"
,4/3/2024,3,1,"8,868.15"
,4/3/2024,3,2,"8,634.34"
,4/3/2024,3,3,"8,480.33"
,4/3/2024,3,4,"8,500.28"
,4/3/2024,3,5,"8,634.09"
,4/3/2024,3,6,"9,140.69"
,4/3/2024,3,7,"9,696.81"
,4/3/2024,3,8,"9,897.23"
,4/3/2024,3,9,"10,147.89"
,4/3/2024,3,10,"10,510.62"
,4/3/2024,3,11,"10,542.55"
,4/3/2024,3,12,"10,442.96"
,4/3/2024,3,13,"10,410.68"
,4/3/2024,3,14,"10,437.41"
,4/3/2024,3,15,"10,371.37"
,4/3/2024,3,16,"10,239.72"
,4/3/2024,3,17,"9,731.43"
,4/3/2024,3,18,"9,137.89"
,4/3/2024,3,19,"9,505.38"
,4/3/2024,3,20,"9,764.47"
,4/3/2024,3,21,"9,605.83"
,4/3/2024,3,22,"9,655.90"
,4/3/2024,3,23,"9,304.36"
,4/3/2024,3,24,"8,982.66"
,4/4/2024,4,1,"8,510.87"
,4/4/2024,4,2,"8,365.46"
,4/4/2024,4,3,"8,257.97"
,4/4/2024,4,4,"8,208.86"
,4/4/2024,4,5,"8,302.37"
,4/4/2024,4,6,"8,841.41"
,4/4/2024,4,7,"9,406.72"
,4/4/2024,4,8,"9,713.76"
,4/4/2024,4,9,"9,940.92"
,4/4/2024,4,10,"10,030.70"
,4/4/2024,4,11,"10,047.25"
,4/4/2024,4,12,"10,030.22"
,4/4/2024,4,13,"10,057.74"
,4/4/2024,4,14,"10,128.83"
,4/4/2024,4,15,"10,116.90"
,4/4/2024,4,16,"10,035.64"
,4/4/2024,4,17,"9,491.97"
,4/4/2024,4,18,"8,979.25"
,4/4/2024,4,19,"9,359.26"
,4/4/2024,4,20,"9,737.40"
,4/4/2024,4,21,"9,506.14"
,4/4/2024,4,22,"9,548.36"
,4/4/2024,4,23,"9,408.44"
,4/4/2024,4,24,"9,036.09"
,4/5/2024,5,1,"8,650.89"
,4/5/2024,5,2,"8,405.25"
,4/5/2024,5,3,"8,268.79"
,4/5/2024,5,4,"8,295.38"
,4/5/2024,5,5,"8,358.32"
,4/5/2024,5,6,"8,815.06"
,4/5/2024,5,7,"9,347.38"
,4/5/2024,5,8,"9,554.76"
,4/5/2024,5,9,"9,902.00"
,4/5/2024,5,10,"10,136.65"
,4/5/2024,5,11,"10,221.28"
,4/5/2024,5,12,"10,179.87"
,4/5/2024,5,13,"10,258.42"
,4/5/2024,5,14,"10,416.14"
,4/5/2024,5,15,"10,414.54"
,4/5/2024,5,16,"10,237.82"
,4/5/2024,5,17,"9,553.67"
,4/5/2024,5,18,"9,053.76"
,4/5/2024,5,19,"9,332.03"
,4/5/2024,5,20,"9,613.36"
,4/5/2024,5,21,"9,426.81"
,4/5/2024,5,22,"9,488.42"
,4/5/2024,5,23,"9,542.07"
,4/5/2024,5,24,"9,138.72"
,4/6/2024,6,1,"8,774.47"
,4/6/2024,6,2,"8,583.29"
,4/6/2024,6,3,"8,522.33"
,4/6/2024,6,4,"8,465.83"
,4/6/2024,6,5,"8,365.07"
,4/6/2024,6,6,"8,432.54"
,4/6/2024,6,7,"8,557.96"
,4/6/2024,6,8,"8,672.77"
,4/6/2024,6,9,"9,098.21"
,4/6/2024,6,10,"9,408.36"
,4/6/2024,6,11,"9,614.59"
,4/6/2024,6,12,"9,627.66"
,4/6/2024,6,13,"9,606.90"
,4/6/2024,6,14,"9,636.82"
,4/6/2024,6,15,"9,571.17"
,4/6/2024,6,16,"9,417.51"
,4/6/2024,6,17,"9,257.79"
,4/6/2024,6,18,"9,276.16"
,4/6/2024,6,19,"9,630.31"
,4/6/2024,6,20,"9,935.33"
,4/6/2024,6,21,"9,629.44"
,4/6/2024,6,22,"9,475.35"
,4/6/2024,6,23,"9,159.61"
,4/6/2024,6,24,"8,840.31"
,4/7/2024,7,1,"8,817.96"
,4/7/2024,7,2,"8,581.74"
,4/7/2024,7,3,"8,110.03"
,4/7/2024,7,4,"7,982.87"
,4/7/2024,7,5,"7,894.29"
,4/7/2024,7,6,"7,846.86"
,4/7/2024,7,7,"7,838.67"
,4/7/2024,7,8,"7,459.43"
,4/7/2024,7,9,"7,870.51"
,4/7/2024,7,10,"8,256.53"
,4/7/2024,7,11,"8,589.22"
,4/7/2024,7,12,"8,721.83"
,4/7/2024,7,13,"8,900.98"
,4/7/2024,7,14,"9,065.88"
,4/7/2024,7,15,"9,071.40"
,4/7/2024,7,16,"9,078.05"
,4/7/2024,7,17,"8,961.11"
,4/7/2024,7,18,"8,833.79"
,4/7/2024,7,19,"9,219.52"
,4/7/2024,7,20,"9,568.62"
,4/7/2024,7,21,"9,328.56"
,4/7/2024,7,22,"9,148.16"
,4/7/2024,7,23,"8,902.94"
,4/7/2024,7,24,"8,633.40"
,4/8/2024,8,1,"8,275.04"
,4/8/2024,8,2,"8,001.64"
,4/8/2024,8,3,"7,895.06"
,4/8/2024,8,4,"7,753.20"
,4/8/2024,8,5,"7,779.64"
,4/8/2024,8,6,"7,976.27"
,4/8/2024,8,7,"8,630.29"
,4/8/2024,8,8,"8,811.47"
,4/8/2024,8,9,"9,495.57"
,4/8/2024,8,10,"9,795.29"
,4/8/2024,8,11,"10,138.49"
,4/8/2024,8,12,"10,283.92"
,4/8/2024,8,13,"10,393.74"
,4/8/2024,8,14,"10,382.66"
,4/8/2024,8,15,"10,444.73"
,4/8/2024,8,16,"10,402.63"
,4/8/2024,8,17,"10,316.25"
,4/8/2024,8,18,"9,604.96"
,4/8/2024,8,19,"9,266.60"
,4/8/2024,8,20,"9,744.91"
,4/8/2024,8,21,"9,578.49"
,4/8/2024,8,22,"9,345.98"
,4/8/2024,8,23,"9,351.60"
,4/8/2024,8,24,"9,227.58"
,4/9/2024,9,1,"8,989.57"
,4/9/2024,9,2,"8,431.63"
,4/9/2024,9,3,"8,481.96"
,4/9/2024,9,4,"8,622.72"
,4/9/2024,9,5,"8,327.07"
,4/9/2024,9,6,"8,123.17"
,4/9/2024,9,7,"8,815.45"
,4/9/2024,9,8,"9,371.78"
,4/9/2024,9,9,"9,820.55"
,4/9/2024,9,10,"10,045.96"
,4/9/2024,9,11,"10,269.98"
,4/9/2024,9,12,"10,370.43"
,4/9/2024,9,13,"10,283.85"
,4/9/2024,9,14,"10,339.20"
,4/9/2024,9,15,"10,550.80"
,4/9/2024,9,16,"10,429.23"
,4/9/2024,9,17,"10,120.49"
,4/9/2024,9,18,"9,444.40"
,4/9/2024,9,19,"9,053.87"
,4/9/2024,9,20,"9,980.40"
,4/9/2024,9,21,"9,655.45"
,4/9/2024,9,22,"9,355.79"
,4/9/2024,9,23,"9,339.41"
,4/9/2024,9,24,"9,216.16"
,4/10/2024,10,1,"8,805.26"
,4/10/2024,10,2,"8,478.41"
,4/10/2024,10,3,"8,318.69"
,4/10/2024,10,4,"8,252.37"
,4/10/2024,10,5,"8,259.90"
,4/10/2024,10,6,"8,395.54"
,4/10/2024,10,7,"8,976.35"
,4/10/2024,10,8,"9,192.97"
,4/10/2024,10,9,"9,599.14"
,4/10/2024,10,10,"9,975.65"
,4/10/2024,10,11,"10,113.99"
,4/10/2024,10,12,"10,155.38"
,4/10/2024,10,13,"10,207.58"
,4/10/2024,10,14,"10,272.00"
,4/10/2024,10,15,"10,320.80"
,4/10/2024,10,16,"10,260.05"
,4/10/2024,10,17,"10,179.36"
,4/10/2024,10,18,"9,608.72"
,4/10/2024,10,19,"9,439.27"
,4/10/2024,10,20,"9,931.21"
,4/10/2024,10,21,"9,642.34"
,4/10/2024,10,22,"9,412.17"
,4/10/2024,10,23,"9,500.35"
,4/10/2024,10,24,"9,358.16"
,4/11/2024,11,1,"8,957.45"
,4/11/2024,11,2,"8,637.39"
,4/11/2024,11,3,"8,449.11"
,4/11/2024,11,4,"8,369.48"
,4/11/2024,11,5,"8,372.18"
,4/11/2024,11,6,"8,452.62"
,4/11/2024,11,7,"9,033.64"
,4/11/2024,11,8,"9,249.97"
,4/11/2024,11,9,"9,843.04"
,4/11/2024,11,10,"10,199.65"
,4/11/2024,11,11,"10,277.88"
,4/11/2024,11,12,"10,295.75"
,4/11/2024,11,13,"10,278.28"
,4/11/2024,11,14,"10,222.77"
,4/11/2024,11,15,"10,203.14"
,4/11/2024,11,16,"10,183.54"
,4/11/2024,11,17,"10,093.58"
,4/11/2024,11,18,"9,611.69"
,4/11/2024,11,19,"9,555.74"
,4/11/2024,11,20,"10,015.14"
,4/11/2024,11,21,"9,887.91"
,4/11/2024,11,22,"9,614.48"
,4/11/2024,11,23,"9,617.53"
,4/11/2024,11,24,"9,515.05"
,4/12/2024,12,1,"9,124.81"
,4/12/2024,12,2,"8,768.58"
,4/12/2024,12,3,"8,552.39"
,4/12/2024,12,4,"8,484.42"
,4/12/2024,12,5,"8,407.78"
,4/12/2024,12,6,"8,558.96"
,4/12/2024,12,7,"9,168.29"
,4/12/2024,12,8,"9,503.07"
,4/12/2024,12,9,"10,020.24"
,4/12/2024,12,10,"10,424.23"
,4/12/2024,12,11,"10,548.98"
,4/12/2024,12,12,"10,580.24"
,4/12/2024,12,13,"10,555.57"
,4/12/2024,12,14,"10,553.93"
,4/12/2024,12,15,"10,525.33"
,4/12/2024,12,16,"10,426.45"
,4/12/2024,12,17,"10,234.58"
,4/12/2024,12,18,"9,741.02"
,4/12/2024,12,19,"9,615.57"
,4/12/2024,12,20,"9,947.11"
,4/12/2024,12,21,"9,750.18"
,4/12/2024,12,22,"9,554.81"
,4/12/2024,12,23,"9,649.92"
,4/12/2024,12,24,"9,554.16"
,4/13/2024,13,1,"9,621.88"
,4/13/2024,13,2,"9,022.60"
,4/13/2024,13,3,"8,754.28"
,4/13/2024,13,4,"8,549.80"
,4/13/2024,13,5,"8,457.66"
,4/13/2024,13,6,"8,494.68"
,4/13/2024,13,7,"8,544.82"
,4/13/2024,13,8,"8,369.41"
,4/13/2024,13,9,"9,228.53"
,4/13/2024,13,10,"9,346.69"
,4/13/2024,13,11,"9,542.46"
,4/13/2024,13,12,"9,671.03"
,4/13/2024,13,13,"9,611.67"
,4/13/2024,13,14,"9,512.88"
,4/13/2024,13,15,"9,499.52"
,4/13/2024,13,16,"9,379.61"
,4/13/2024,13,17,"9,255.49"
,4/13/2024,13,18,"9,264.36"
,4/13/2024,13,19,"9,768.52"
,4/13/2024,13,20,"10,093.31"
,4/13/2024,13,21,"9,960.85"
,4/13/2024,13,22,"9,750.20"
,4/13/2024,13,23,"9,486.59"
,4/13/2024,13,24,"9,208.29"
,4/14/2024,14,1,"8,894.83"
,4/14/2024,14,2,"8,540.97"
,4/14/2024,14,3,"8,288.00"
,4/14/2024,14,4,"8,243.74"
,4/14/2024,14,5,"8,023.88"
,4/14/2024,14,6,"7,810.62"
,4/14/2024,14,7,"7,407.69"
,4/14/2024,14,8,"7,980.04"
,4/14/2024,14,9,"8,402.36"
,4/14/2024,14,10,"8,608.79"
,4/14/2024,14,11,"8,672.35"
,4/14/2024,14,12,"8,811.19"
,4/14/2024,14,13,"9,059.93"
,4/14/2024,14,14,"9,167.46"
,4/14/2024,14,15,"9,147.85"
,4/14/2024,14,16,"8,935.26"
,4/14/2024,14,17,"8,941.10"
,4/14/2024,14,18,"8,904.52"
,4/14/2024,14,19,"9,452.37"
,4/14/2024,14,20,"9,939.24"
,4/14/2024,14,21,"9,880.36"
,4/14/2024,14,22,"9,660.27"
,4/14/2024,14,23,"9,322.96"
,4/14/2024,14,24,"8,874.47"
,4/15/2024,15,1,"8,533.98"
,4/15/2024,15,2,"8,199.53"
,4/15/2024,15,3,"7,968.37"
,4/15/2024,15,4,"7,839.92"
,4/15/2024,15,5,"7,843.01"
,4/15/2024,15,6,"7,948.41"
,4/15/2024,15,7,"8,508.69"
,4/15/2024,15,8,"9,062.99"
,4/15/2024,15,9,"9,400.07"
,4/15/2024,15,10,"9,715.30"
,4/15/2024,15,11,"9,949.20"
,4/15/2024,15,12,"10,065.88"
,4/15/2024,15,13,"10,080.93"
,4/15/2024,15,14,"9,989.32"
,4/15/2024,15,15,"9,984.12"
,4/15/2024,15,16,"10,068.09"
,4/15/2024,15,17,"9,935.90"
,4/15/2024,15,18,"9,397.53"
,4/15/2024,15,19,"9,372.57"
,4/15/2024,15,20,"9,811.71"
,4/15/2024,15,21,"9,646.69"
,4/15/2024,15,22,"9,486.41"
,4/15/2024,15,23,"9,413.17"
,4/15/2024,15,24,"9,297.04"
,4/16/2024,16,1,"8,860.58"
,4/16/2024,16,2,"8,581.30"
,4/16/2024,16,3,"8,452.82"
,4/16/2024,16,4,"8,202.00"
,4/16/2024,16,5,"8,225.28"
,4/16/2024,16,6,"8,401.81"
,4/16/2024,16,7,"9,043.41"
,4/16/2024,16,8,"9,433.41"
,4/16/2024,16,9,"9,971.34"
,4/16/2024,16,10,"9,987.11"
,4/16/2024,16,11,"10,186.92"
,4/16/2024,16,12,"10,218.55"
,4/16/2024,16,13,"10,211.85"
,4/16/2024,16,14,"10,325.99"
,4/16/2024,16,15,"10,270.41"
,4/16/2024,16,16,"10,246.49"
,4/16/2024,16,17,"10,110.88"
,4/16/2024,16,18,"9,776.52"
,4/16/2024,16,19,"9,799.37"
,4/16/2024,16,20,"10,094.07"
,4/16/2024,16,21,"9,948.67"
,4/16/2024,16,22,"9,609.40"
,4/16/2024,16,23,"9,580.97"
,4/16/2024,16,24,"9,436.37"
,4/17/2024,17,1,"9,058.45"
,4/17/2024,17,2,"8,736.05"
,4/17/2024,17,3,"8,488.45"
,4/17/2024,17,4,"8,375.75"
,4/17/2024,17,5,"8,361.46"
,4/17/2024,17,6,"8,576.16"
,4/17/2024,17,7,"9,134.09"
,4/17/2024,17,8,"9,344.58"
,4/17/2024,17,9,"9,751.40"
,4/17/2024,17,10,"9,935.52"
,4/17/2024,17,11,"10,005.29"
,4/17/2024,17,12,"10,072.48"
,4/17/2024,17,13,"10,091.14"
,4/17/2024,17,14,"10,053.95"
,4/17/2024,17,15,"10,140.13"
,4/17/2024,17,16,"10,147.71"
,4/17/2024,17,17,"10,136.62"
,4/17/2024,17,18,"9,679.59"
,4/17/2024,17,19,"9,535.10"
,4/17/2024,17,20,"9,784.54"
,4/17/2024,17,21,"9,705.46"
,4/17/2024,17,22,"9,527.37"
,4/17/2024,17,23,"9,603.55"
,4/17/2024,17,24,"9,356.10"
,4/18/2024,18,1,"9,053.89"
,4/18/2024,18,2,"8,721.28"
,4/18/2024,18,3,"8,515.19"
,4/18/2024,18,4,"8,356.94"
,4/18/2024,18,5,"8,351.91"
,4/18/2024,18,6,"8,502.16"
,4/18/2024,18,7,"9,103.12"
,4/18/2024,18,8,"9,415.66"
,4/18/2024,18,9,"9,797.92"
,4/18/2024,18,10,"10,144.60"
,4/18/2024,18,11,"10,273.57"
,4/18/2024,18,12,"10,423.37"
,4/18/2024,18,13,"10,466.16"
,4/18/2024,18,14,"10,513.02"
,4/18/2024,18,15,"10,553.14"
,4/18/2024,18,16,"10,493.48"
,4/18/2024,18,17,"10,423.19"
,4/18/2024,18,18,"9,888.34"
,4/18/2024,18,19,"9,697.67"
,4/18/2024,18,20,"9,968.14"
,4/18/2024,18,21,"9,804.72"
,4/18/2024,18,22,"9,577.86"
,4/18/2024,18,23,"9,566.82"
,4/18/2024,18,24,"9,484.11"
,4/19/2024,19,1,"9,169.87"
,4/19/2024,19,2,"8,866.14"
,4/19/2024,19,3,"8,635.74"
,4/19/2024,19,4,"8,526.14"
,4/19/2024,19,5,"8,601.38"
,4/19/2024,19,6,"8,739.06"
,4/19/2024,19,7,"9,268.09"
,4/19/2024,19,8,"9,488.78"
,4/19/2024,19,9,"9,969.96"
,4/19/2024,19,10,"10,255.87"
,4/19/2024,19,11,"10,324.35"
,4/19/2024,19,12,"10,646.99"
,4/19/2024,19,13,"10,610.02"
,4/19/2024,19,14,"10,631.88"
,4/19/2024,19,15,"10,568.73"
,4/19/2024,19,16,"10,570.37"
,4/19/2024,19,17,"10,429.26"
,4/19/2024,19,18,"9,925.71"
,4/19/2024,19,19,"9,833.13"
,4/19/2024,19,20,"9,990.73"
,4/19/2024,19,21,"9,828.53"
,4/19/2024,19,22,"9,554.96"
,4/19/2024,19,23,"9,615.60"
,4/19/2024,19,24,"9,593.49"
,4/20/2024,20,1,"9,275.20"
,4/20/2024,20,2,"8,928.24"
,4/20/2024,20,3,"8,709.83"
,4/20/2024,20,4,"8,538.10"
,4/20/2024,20,5,"8,515.82"
,4/20/2024,20,6,"8,490.25"
,4/20/2024,20,7,"8,573.48"
,4/20/2024,20,8,"8,419.86"
,4/20/2024,20,9,"8,858.21"
,4/20/2024,20,10,"9,471.37"
,4/20/2024,20,11,"9,788.85"
,4/20/2024,20,12,"9,868.66"
,4/20/2024,20,13,"9,897.54"
,4/20/2024,20,14,"10,059.41"
,4/20/2024,20,15,"10,000.88"
,4/20/2024,20,16,"9,807.15"
,4/20/2024,20,17,"9,816.05"
,4/20/2024,20,18,"9,719.10"
,4/20/2024,20,19,"10,082.64"
,4/20/2024,20,20,"10,382.71"
,4/20/2024,20,21,"10,210.81"
,4/20/2024,20,22,"9,870.80"
,4/20/2024,20,23,"9,760.03"
,4/20/2024,20,24,"9,364.31"
,4/21/2024,21,1,"8,869.96"
,4/21/2024,21,2,"8,560.12"
,4/21/2024,21,3,"8,279.93"
,4/21/2024,21,4,"8,128.69"
,4/21/2024,21,5,"8,057.68"
,4/21/2024,21,6,"7,991.00"
,4/21/2024,21,7,"8,051.20"
,4/21/2024,21,8,"7,905.34"
,4/21/2024,21,9,"8,067.59"
,4/21/2024,21,10,"8,502.07"
,4/21/2024,21,11,"8,983.73"
,4/21/2024,21,12,"9,312.53"
,4/21/2024,21,13,"9,444.84"
,4/21/2024,21,14,"9,577.02"
,4/21/2024,21,15,"9,538.85"
,4/21/2024,21,16,"9,375.29"
,4/21/2024,21,17,"9,395.49"
,4/21/2024,21,18,"9,394.06"
,4/21/2024,21,19,"9,895.05"
,4/21/2024,21,20,"10,189.44"
,4/21/2024,21,21,"10,138.14"
,4/21/2024,21,22,"10,046.64"
,4/21/2024,21,23,"9,767.72"
,4/21/2024,21,24,"9,328.09"
,4/22/2024,22,1,"8,989.99"
,4/22/2024,22,2,"8,658.70"
,4/22/2024,22,3,"8,446.34"
,4/22/2024,22,4,"8,354.76"
,4/22/2024,22,5,"8,338.65"
,4/22/2024,22,6,"8,460.96"
,4/22/2024,22,7,"9,065.49"
,4/22/2024,22,8,"9,473.08"
,4/22/2024,22,9,"9,943.94"
,4/22/2024,22,10,"10,343.76"
,4/22/2024,22,11,"10,547.13"
,4/22/2024,22,12,"10,645.99"
,4/22/2024,22,13,"10,689.40"
,4/22/2024,22,14,"10,624.93"
,4/22/2024,22,15,"10,687.15"
,4/22/2024,22,16,"10,638.24"
,4/22/2024,22,17,"10,549.67"
,4/22/2024,22,18,"10,088.10"
,4/22/2024,22,19,"10,018.02"
,4/22/2024,22,20,"10,373.88"
,4/22/2024,22,21,"10,286.07"
,4/22/2024,22,22,"10,008.86"
,4/22/2024,22,23,"9,901.67"
,4/22/2024,22,24,"9,713.58"
,4/23/2024,23,1,"9,304.71"
,4/23/2024,23,2,"8,933.27"
,4/23/2024,23,3,"8,732.02"
,4/23/2024,23,4,"8,614.93"
,4/23/2024,23,5,"8,587.78"
,4/23/2024,23,6,"8,762.28"
,4/23/2024,23,7,"9,334.91"
,4/23/2024,23,8,"9,678.17"
,4/23/2024,23,9,"10,062.41"
,4/23/2024,23,10,"10,327.99"
,4/23/2024,23,11,"10,282.59"
,4/23/2024,23,12,"10,381.85"
,4/23/2024,23,13,"10,209.54"
,4/23/2024,23,14,"10,203.47"
,4/23/2024,23,15,"10,298.35"
,4/23/2024,23,16,"10,221.43"
,4/23/2024,23,17,"10,238.44"
,4/23/2024,23,18,"9,879.06"
,4/23/2024,23,19,"9,902.35"
,4/23/2024,23,20,"10,200.02"
,4/23/2024,23,21,"10,102.88"
,4/23/2024,23,22,"9,910.98"
,4/23/2024,23,23,"9,900.14"
,4/23/2024,23,24,"9,688.39"
,4/24/2024,24,1,"9,289.34"
,4/24/2024,24,2,"8,977.64"
,4/24/2024,24,3,"8,801.77"
,4/24/2024,24,4,"8,644.91"
,4/24/2024,24,5,"8,564.46"
,4/24/2024,24,6,"8,686.82"
,4/24/2024,24,7,"9,231.26"
,4/24/2024,24,8,"9,564.19"
,4/24/2024,24,9,"9,998.49"
,4/24/2024,24,10,"10,200.76"
,4/24/2024,24,11,"10,277.83"
,4/24/2024,24,12,"10,309.36"
,4/24/2024,24,13,"10,277.08"
,4/24/2024,24,14,"10,237.35"
,4/24/2024,24,15,"10,256.53"
,4/24/2024,24,16,"10,225.63"
,4/24/2024,24,17,"10,100.15"
,4/24/2024,24,18,"9,763.71"
,4/24/2024,24,19,"9,894.44"
,4/24/2024,24,20,"10,279.83"
,4/24/2024,24,21,"10,200.64"
,4/24/2024,24,22,"9,973.27"
,4/24/2024,24,23,"9,916.89"
,4/24/2024,24,24,"9,610.76"
,4/25/2024,25,1,"9,203.89"
,4/25/2024,25,2,"8,858.84"
,4/25/2024,25,3,"8,632.27"
,4/25/2024,25,4,"8,503.54"
,4/25/2024,25,5,"8,413.97"
,4/25/2024,25,6,"8,579.90"
,4/25/2024,25,7,"9,179.18"
,4/25/2024,25,8,"9,475.45"
,4/25/2024,25,9,"9,776.09"
,4/25/2024,25,10,"10,130.21"
,4/25/2024,25,11,"10,146.22"
,4/25/2024,25,12,"10,113.42"
,4/25/2024,25,13,"10,116.63"
,4/25/2024,25,14,"10,102.73"
,4/25/2024,25,15,"10,014.41"
,4/25/2024,25,16,"9,929.53"
,4/25/2024,25,17,"9,945.91"
,4/25/2024,25,18,"9,624.11"
,4/25/2024,25,19,"9,820.52"
,4/25/2024,25,20,"9,921.23"
,4/25/2024,25,21,"9,833.75"
,4/25/2024,25,22,"9,529.50"
